2425-115-R-CADBE,CADBE Research and Innovation Collaborators (CADBE RIC),Academic,CADBE,Revalidated,,https://www.facebook.com/PUP.CADBEResearchInnovationClub,NULL
2425-116-R-CE,PUP Association of Concerned Computer Engineering Students for Service (PUP ACCESS),Academic,CE,Revalidated,,https://www.facebook.com/ACCESSOfficial,NULL
2425-117-R-OUS,League of Innovators in the Public Administration Discipline (LIPAD),Academic,OUS,Revalidated,,https://www.facebook.com/PUPLipad,NULL
2425-118-A-CL,PUP COL The Solicitor (SOLI),Academic,CL,Accredited,,https://www.facebook.com/solicitorpuplaw,NULL
2425-119-R-UWIDE,Bukluran ng Progresibong Mag-aaral (BUKLURAN),Advocacy,UWIDE,Revalidated,,https://www.facebook.com/BukluranProgresibo,NULL
2425-120-R-CS,PUP Society of Biology Students (PUP SBS),Academic,CS,Revalidated,,https://www.facebook.com/pupmanilasbs,NULL
2425-121-R-CE-P,IIEE-PUP-Electrical Engineering Network (IIEE-PUP EEN),Academic,CE,Revalidated,,https://www.facebook.com/iieepupeenofficial,NULL
2425-122-R-CE,PUP Railway Engineering Students' Society (PUP RailSS),Academic,CE,Revalidated,,https://www.facebook.com/puprailss,NULL
2425-123-A-UWIDE,Mechatronics and Robotics Society of the Philippines - PUP Student Edition (MRSP-PUPSE),Academic,UWIDE,Accredited,"This is an organization that explores mechatronics and robotics through workshops, competitions, and events. It connects students with experts and access to workshops, competitions, and national events, so they can interact with a wider network of students and professionals.",https://www.facebook.com/mrsp.pupse,NULL
2425-124-R-UWIDE,PUP School of Debaters (SOD),Special Interest,UWIDE,Revalidated,,https://www.facebook.com/PUPSchoolofDebaters,NULL
2425-125-A-CAF,Institute of Management Accountants - PUP Manila Student Chapter (IMA-PUP Manila SC),Advocacy,CAF,Accredited,,https://www.facebook.com/IMAPUPManila,NULL
2425-126-R-COC,PUP Communication Society (PUP CommSoc),Academic,COC,Revalidated,,https://www.facebook.com/pupcommsoc,NULL
2425-127-R-UWIDE,The PUP Manila Pre-Law Society (PUPPLS),Academic/Socio-civic,UWIDE,Revalidated,"The PUP Pre-Law Society (PUP-PLS) is a socio-civic and academic organization founded on August 4, 2021, and formally aligned with its UP Manila and UPLB counterparts on October 6 of the same year. It aims to produce exceptional, level-headed members who embody excellence in various fields, including their academics. The organization also recognizes the shared social role of the Filipino people in ending violence and injustice, urging its members to take an active role in serving those at the margins of society.",https://www.facebook.com/PUPPrelawSociety,NULL
2425-128-R-UWIDE,Wired,Special Interest,UWIDE,Revalidated,,https://www.facebook.com/pupwired,NULL
2425-129-R-UWIDE,PUP Philippine Studies Students Association (PUP PhilSSA),Academic,UWIDE,Revalidated,,https://www.facebook.com/PUPPhilSSA,NULL
2425-130-R-UWIDE,Institute of Mechanical Engineers - PUP Student Chapter (IMechE-PUPSC),Academic,UWIDE,Revalidated,,https://www.facebook.com/IMechEPUPSC,NULL
2425-131-R-CS,Polytechnic University of the Phillippines Chemical Society (PUP CHEMSOC),Academic,CS,Revalidated,,https://www.facebook.com/pupchemsoc,NULL
